5;1;87;76908
5;1;8;7072
5;1;68;123148
5;1;43;72111
5;1;61;115168
5;1;52;42536
5;1;78;141258
5;1;80;125360
5;1;52;98176
5;1;41;36244
5;1;32;57952
5;1;70;61880
5;1;13;24544
5;1;96;161472
5;1;21;18564
5;1;59;133045
5;1;24;21216
5;1;64;115904
5;1;1;884
5;1;40;32720
5;1;95;83980
5;1;99;64449
5;1;88;71984
5;1;17;13906
5;1;32;60416
5;1;48;34032
5;1;39;65403
5;1;22;39842
5;1;59;64192
5;1;13;10634
5;1;86;155746
5;1;32;57952
5;1;69;130272
5;1;26;22984
5;1;58;41122
5;1;27;22086
5;1;55;103840
5;1;73;132203
5;1;82;89216
5;1;11;19767
5;1;62;50716
5;1;14;26432
5;1;35;66080
5;1;31;56141
5;1;37;30266
5;1;85;69530
5;1;89;72802
5;1;25;44925
5;1;37;30266
5;1;43;68628
5;1;6;4026
5;1;69;130272
5;1;81;135837
5;1;72;135936
5;1;12;22656
5;1;81;71604
5;1;58;105038
5;1;68;55624
5;1;50;94400
5;1;24;54120
5;1;45;39780
5;1;30;66780
5;1;58;47444
5;1;22;39534
5;1;28;50708
5;1;76;35872
5;1;33;62304
5;1;92;81328
5;1;21;26523
5;1;93;82212
5;1;19;34409
5;1;19;16796
5;1;57;46626
5;1;91;80444
5;1;44;95436
5;1;84;140868
5;1;57;126141
5;1;43;54309
5;1;6;7440
5;1;87;157557
5;1;6;4908
5;1;2;3776
5;1;72;51048
5;1;77;129129
5;1;5;3545
5;1;43;81184
5;1;35;16520
5;1;30;24540
5;1;68;55624
5;1;65;140985
5;1;9;7956
5;1;46;83306
5;1;27;19143
5;1;93;82212
5;1;62;112282
5;1;37;32708
5;1;32;60416
5;1;46;83306
5;1;40;32720
5;1;62;138012
5;1;65;57460
5;1;25;45275
5;1;36;31824
5;1;91;99008
5;1;12;9816
5;1;3;5433
5;1;98;164346
5;1;85;75140
5;1;87;157557
5;1;86;155746
5;1;69;168291
5;1;25;20450
5;1;49;61887
5;1;41;74251
5;1;19;15542
5;1;61;110471
5;1;36;29448
5;1;56;101416
5;1;69;60996
5;1;100;88400
5;1;79;149152
5;1;48;39264
5;1;1;884
5;1;8;6544
5;1;53;119515
5;1;54;90558
5;1;39;49257
5;1;35;19250
5;1;18;33984
5;1;11;19921
5;1;95;83980
5;1;34;61574
5;1;10;13950
5;1;78;96720
5;1;74;134014
5;1;25;22100
5;1;6;10866
5;1;6;4908
5;1;80;70720
5;1;24;38304
5;1;5;4090
5;1;20;36220
5;1;3;5031
5;1;59;111392
5;1;93;65937
5;1;7;5726
5;1;13;10634
5;1;61;66368
5;1;50;121950
5;1;66;58344
5;1;77;145376
5;1;46;40664
5;1;88;166144
5;1;3;4968
5;1;42;94710
5;1;85;75140
5;1;15;7080
5;1;55;89815
5;1;84;152124
5;1;91;164801
5;1;29;52519
5;1;86;162368
5;1;38;71744
5;1;19;15542
5;1;4;7244
5;1;51;124389
5;1;41;23206
5;1;75;53175
5;1;51;96288
5;1;68;60112
5;1;44;38896
5;1;90;73620
5;1;9;20295
5;1;79;64622
5;1;3;5031
5;1;39;42432
5;1;30;56640
5;1;59;48262
5;1;13;10634
5;1;67;121337
5;1;47;41548
5;1;87;76908
5;1;67;151085
5;1;74;124098
5;1;43;81184
5;1;59;131334
5;1;56;49504
5;1;43;81184
5;1;15;27165
5;1;80;144880
5;1;65;122720
5;1;12;21732
5;1;10;22550
5;1;22;15598
5;2;106;176538
5;1;86;70348
5;1;90;79560
5;1;40;72440
5;1;42;67032
5;1;99;223245
5;1;27;33804
5;1;15;16320
5;1;96;84864
5;1;50;94400
5;1;38;71744
5;1;83;67894
5;1;17;32096
5;1;73;92199
5;1;9;4248
5;1;91;80444
5;1;5;8385
5;1;56;101416
5;1;58;47444
5;1;28;62328
5;1;86;70348
5;1;50;94400
5;1;25;47200
5;1;35;63385
5;1;1;2255
5;1;69;155595
5;1;58;92568
5;1;59;48262
5;1;30;50310
5;1;77;129129
5;1;39;70629
5;1;55;99605
5;1;27;23868
5;1;62;112282
5;1;45;74520
5;1;81;145557
5;1;96;45312
5;1;83;67894
5;1;81;146691
5;1;77;54593
5;1;81;57429
5;1;41;23206
5;1;9;16299
5;1;98;80164
5;1;9;7956
5;1;52;45968
5;1;39;70629
5;1;38;85690
5;1;55;48620
5;1;11;19921
5;1;43;77873
5;1;52;94172
5;1;2;1768
5;1;92;166612
5;1;77;62986
5;1;75;124200
5;1;61;110471
5;1;38;33592
5;1;65;57460
5;1;18;19584
5;1;57;50388
5;1;85;48110
5;1;86;108618
5;1;45;31905
5;1;98;80164
5;1;21;39648
5;1;55;44990
5;1;88;111144
5;1;53;46852
5;1;63;113211
5;1;43;35174
5;1;88;166144
5;1;89;168032
5;1;41;29069
5;1;11;19921
5;1;36;65196
5;1;13;29315
5;1;46;57454
5;1;74;134014
5;1;39;31902
5;1;62;151218
5;1;60;49080
5;1;50;90550
5;1;23;20332
5;1;98;177478
5;1;52;42536
5;1;48;39264
5;1;31;21979
5;1;74;103230
5;1;63;100548
5;1;16;28752
5;1;78;147264
5;1;32;60416
5;1;87;196185
5;1;45;74520
5;1;77;129129
5;1;4;3272
5;1;21;14889
5;1;5;10845
5;1;64;56576
5;1;62;103974
5;1;91;171808
5;1;60;113280
5;1;84;152124
5;1;53;100064
5;1;88;159368
5;1;28;24752
5;1;75;94725
5;1;71;157123
5;1;76;62168
5;1;67;121337
5;1;6;13014
5;1;71;62764
5;1;68;60112
5;1;38;31084
5;1;43;95718
5;1;48;108240
5;1;82;67076
5;1;52;98176
5;1;48;39264
5;1;33;59763
5;1;18;33984
5;1;87;61683
5;1;84;59556
5;1;82;147354
5;1;95;83980
5;1;28;63140
5;1;76;125856
5;1;23;51865
5;1;76;171380
5;1;9;7362
5;1;75;125775
5;1;38;47994
5;1;12;27060
5;1;15;12270
5;1;68;85884
5;1;32;28288
5;1;70;57260
5;1;34;27812
5;1;80;180400
5;1;83;150313
5;1;98;80164
5;1;97;85748
5;1;2;1636
5;1;62;54808
5;1;77;54593
5;1;6;11328
5;1;72;135936
5;1;75;169125
5;1;31;51336
5;1;21;39648
5;1;99;186912
5;1;74;65416
5;1;4;7244
5;1;37;67007
5;1;72;58896
5;1;5;4090
5;1;64;52352
5;1;54;101952
5;1;39;62244
5;1;15;28320
5;1;29;54752
5;1;89;198114
5;1;15;13260
5;1;27;48897
5;1;75;169125
5;1;91;80444
5;1;10;18880
5;1;18;33984
5;1;37;59052
5;1;48;39264
5;1;13;24544
5;1;90;169920
